x0,x1,label
1.4620603664094067,5.278161930323277,1
6.1700917665839015,7.446442205120859,0
3.160868435740829,1.7641456070304695,1
2.0760607871196446,7.493963290784066,1
3.515478303668509,0.9076262235469557,1
2.7872183514149116,9.512595147541399,0
1.3101107427914116,6.831464141119598,1
9.565300664448772,5.736285216197183,0
1.33544415162265,5.35569598423418,1
7.266871474736686,1.7494652940603161,1
6.065429890147839,5.9173727704981385,0
4.299583699910675,6.816874175920866,0
3.459289058478708,7.694615077904992,0
4.54209987940369,1.5060002753714896,1
4.568257200542228,6.698119685638304,0
3.1020095094626496,6.3299506058853865,1
3.7419756527962966,9.459875454129573,0
0.6949523456928741,1.7967337241115933,1
2.6608819229476923,2.9541630153448892,1
4.541711772183374,1.4754419137557229,1
9.333314438885417,3.4684145754148865,0
3.3395533240983912,3.32890316731137,1
5.252204726011386,1.0831015218150342,1
2.6158069843823126,3.6723635344289187,1
4.219555381029009,2.4234947074567224,1
1.3086189550897187,6.56685703946561,1
6.756028938477099,5.025354489134307,0
3.708492999322427,1.0789359412042099,1
4.781592131432511,2.46371727473793,1
5.048085751015291,2.5063626594015864,1
3.212886321934312,1.4097661842613396,1
0.3069004336050585,5.508947105794153,1
6.526230240030454,7.834904836552744,0
5.549933623687605,7.483698865639056,0
1.9130837771186893,7.476419232429795,1
2.414563044224071,0.6628335869826951,1
9.296598324209144,6.350911381947757,0
0.7150294393781897,7.56799253789635,1
0.005344226005417063,8.537626830630376,1
4.2677505362343915,1.4231916272785272,1
2.0717929591594553,8.151810313609204,0
8.967764279740685,4.5891783557367285,0
8.447930325977488,5.984559391873919,0
0.24488747638829245,9.194774795834345,1
4.57691847249451,4.596693620453048,1
2.13037275471732,8.388636904378831,0
8.005566697021933,7.864319867390991,0
9.55147584934145,1.34234813116889,0
8.911702504572814,9.20158168420587,0
6.884960795637886,6.201540144590769,0
3.2131990430137236,3.129565458352853,1
1.6059272449226458,4.371927563583712,1
6.110827260923857,8.334670711947314,0
0.14076724766191262,8.804712404159371,1
7.565187655707946,3.3758024044505586,0
3.7837227768903503,6.285310226936832,0
9.05595592862967,7.045245569397535,0
5.401739124493586,0.2190851569045349,1
9.76530850373882,6.873208452016265,0
6.593689352894447,4.275830229278437,0
5.895017848028065,1.495438810762919,1
9.549417371492616,2.946148778923999,0
6.014488077234347,5.382805599068493,0
0.1400933051265285,1.2609591265264342,1
0.18059233089706916,0.8818321426229725,1
7.188404229755029,2.3584913950623543,1
7.950629424601252,4.806260185130106,0
3.2957719904692073,1.4581480976862182,1
0.9872212109737033,0.8068735798705118,1
9.716333068378985,1.1250957581672139,0
3.8636739054040916,7.231052998007219,0
8.52119466932087,6.60569193901857,0
8.423467970183658,7.844152831713437,0
2.827222221265143,1.2277260656862243,1
1.4820110835939937,0.8571477755713175,1
0.6145012177192233,0.7196027582231568,1
0.3196242739636279,6.278396170016174,1
5.99367695607514,1.412553086348044,1
8.789811491550845,4.050955579919245,0
8.924522218727288,2.2872108379043543,0
1.4843177211104186,6.253823818377145,1
7.3734330366234975,1.051888878993733,1
8.9050540717498,2.339429137161199,0
3.2282931320946187,8.0886357453266,0
3.368291463280386,9.243789521718185,0
7.186501570768278,4.315559983423679,0
1.3545522785516828,2.103846317184458,1
1.74337450303651,1.6462235852692886,1
2.261014573414676,0.38094238832770744,1
5.593382265871818,5.690630796493363,0
3.979445203321604,2.853238672787559,1
9.285975176174977,5.844942543114334,0
4.67514500345149,1.249987983983858,1
4.611638852707162,8.86912966338892,0
5.432483607136653,1.721434474073661,1
9.494274248440774,2.813491812662521,0
1.0384861559728331,6.8325585743974635,1
3.179133474243857,8.410542561316387,0
9.098732212103638,9.98867143247557,0
2.617072777185123,8.073147589645394,0
9.683901580452229,7.5628269343520005,0
5.80260990865945,9.258825749040462,0
1.48069811308277,9.31125690485356,0
9.482315212959689,7.0277415848840805,0
9.515954016485495,6.41091344856326,0
5.48690716336705,7.178407503943472,0
6.07583294912764,7.542290017303895,0
1.3046286653681338,5.852868440135413,1
6.814553486863301,9.737664065547362,0
2.4922231317551335,8.483033514118436,0
5.372400339296343,3.887118821357772,1
1.6361597611944356,1.6223252697370216,1
1.8496560233489068,8.410575255588865,0
3.928894625421334,7.397495145369236,0
7.906208534975607,1.0851144272252733,1
1.7952248831915996,6.7946942454628605,1
2.6356078763733226,6.740499904413053,1
1.2593878743071618,4.281891235988057,1
8.201523451309592,8.01854086633583,0
9.902324104453808,1.1876965745665902,0
8.983715618480414,3.29957501238861,0
3.621026825087216,6.714019332553636,0
2.715870501189779,3.8641078535437003,1
2.456964331482474,2.0530134846048345,1
2.2624229076782187,3.887549629188176,1
1.1827600020558837,8.768615392329245,1
6.692921216600909,2.29118218754909,1
3.010112025571191,5.898817766927703,1
6.63348602490556,4.054574623098616,0
3.85953797049303,1.4919226049286871,1
9.41586498823015,4.17787229191668,0
2.243630589211204,3.6642917149713683,1
7.432665578605146,2.8046706700127277,0
9.302376695580662,3.559217477466019,0
8.090771391937606,9.729703620161914,0
2.5303956806762242,4.995054155704901,1
5.074196157431051,4.769122325660479,1
5.792837947608645,3.938774336763453,1
0.9584493651865489,4.2326596629634805,1
7.971970163361673,9.622392741284765,0
6.100875806810496,4.401054743796355,0
6.824277006015322,8.111450550950163,0
3.8980452924568176,8.517000393521704,0
5.235191430450701,8.794703330880704,0
8.11125142926525,6.54830878589456,0
0.6942867986298751,8.962778430437597,1
4.385924684927919,0.8359017596241647,1
0.4334950937358317,4.566520206180112,1
2.0919831306825487,1.0956058540051683,1
7.197466941529134,9.911627065188892,0
3.9297690599707735,4.722928720326218,1
8.050824217197565,9.265027766725177,0
3.6758270859107265,9.919204639828754,0
3.434163698102423,4.212925664271311,1
7.46056997003112,4.009848176498833,0
6.824922230029755,8.292312972328833,0
5.608297190544928,0.3523947185376364,1
5.824522227652091,8.344074155436509,0
5.359007644119141,2.4088977161049616,1
3.407153315859903,6.9765720351011815,0
6.920806241263952,1.21598846077683,1
1.8809611011571392,9.53789425455905,0
1.3594354212698156,6.4731570777085965,1
0.017803486828301684,7.360218918168514,1
5.596548390592688,1.5994200125200486,1
6.587290969558502,8.802078681367313,0
0.8496174252580901,6.073301427620557,1
4.48940069749055,6.686835097252356,0
8.36895793203942,4.518233333845223,0
0.34198328053512306,4.292645056741502,1
3.780903352038154,1.2385361899939173,1
6.768675495675752,2.842390306223389,1
1.8791766512153996,2.9018225065957193,1
5.3576458167170005,2.2470205595747994,1
7.274063720463337,6.961484726416703,0
3.885399799933592,0.4617429839053466,1
1.188435007027031,9.976356858573785,0
3.2388327703114195,1.8097064870604163,1
8.674108540428966,9.093121961083929,0
3.6399734563434616,3.350282040742527,1
3.0154810509704744,2.918798449511816,1
9.64269084661023,9.57688822005531,0
9.69758453876503,1.8128859923558682,0
3.4562471553883425,7.4513723747017,0
6.886736877085745,4.475459267747016,0
1.197151797639685,5.07243219035436,1
7.958227249461069,9.981383634827036,0
0.4101326041890707,8.271181834735504,1
6.338597743158879,5.0794483498106295,0
2.016602026970742,3.7801680795742767,1
5.509631838753672,0.9941670863407359,1
5.782393141352378,5.965265486755655,0
7.418055010562733,0.42688809348457313,1
0.09872397002455569,1.6265555608943738,1
9.901107270813139,0.9979519086847111,0
0.10413880289920074,8.687761392446804,1
3.1771528615895708,2.547500135796954,1
3.3676503003106175,8.032066648823864,0
5.5506100088882695,3.224286642048005,1
1.90300766178925,8.477778795973634,0
0.5874182227364444,9.632762423394043,0
9.57566334317676,9.415154074638238,0
6.932368574326677,4.006199187535709,0
8.001297619159077,4.738087009835418,0
2.322730364420984,1.2231208225987567,1
1.5636831428072762,8.034092804627925,1
2.4385340710280055,2.766353294455748,1
0.6384250431656402,6.582361905889598,1
0.7235790652364926,2.122178231091562,1
4.984348051060643,5.527638115698465,0
8.393196666445983,1.361070931411238,1
6.1657628525977035,6.120359272976886,0
9.47634614333444,6.0034788658867875,0
2.153493615710077,6.159560735190977,1
9.129271863080481,4.044433140959044,0
7.95828220600304,3.9731349676633654,0
7.549602165851366,3.9567187391736445,0
1.571079215237433,7.272569948716541,1
8.321548806896278,0.19356058659433018,1
8.704876562455533,7.885721927081493,0
8.542455886992183,9.095750011321094,0
4.7326150181690565,3.43426324368259,1
9.646141267380289,6.573703381879492,0
2.7691265845719526,6.955122910730571,1
2.079895341546516,8.015005402897678,0
9.311566537246645,0.9632779485959009,0
8.165087209363653,4.1729537475758,0
6.4842944735352726,8.238905460723903,0
2.9766379315873346,8.111639646412902,0
3.0153414987373894,6.646853248731672,1
6.701187658025608,5.1631276274961015,0
7.447418028700131,7.2827161849090025,0
2.9546003451550975,6.830593655344947,1
2.2106358212637445,0.3917736995887633,1
9.00860344911943,6.891961892144217,0
5.763438615876565,5.333450581677961,0
5.7607543755257815,4.316864708330353,0
0.6498404142423186,4.077616167407845,1
8.785107958143689,2.705793192441245,0
6.408918270776072,0.6315047876000801,1
3.239515968482909,1.030016798295923,1
9.211773293013945,6.351714347010314,0
0.02572972313962474,0.04193786615533823,1
6.556568561102825,4.381188804779618,0
5.740750013279862,1.9367661146176263,1
5.663824438530096,0.9770528908654885,1
3.191702321673838,6.092770176012857,1
8.477214042035616,5.364127984941019,0
8.057425179195159,5.046001478443454,0
3.192471502819557,5.122712618898122,1
6.329035301810073,4.10371387481182,0
7.7149469322997355,9.963337341344428,0
5.077950494616963,5.09003800577911,0
9.9175851601687,3.644298606365115,0
3.3731177022616956,0.47232268870256555,1
0.9978165121401339,8.551175364203772,1
0.138846353358123,0.7915287882625621,1
5.683105376168557,3.6483216585973244,1
6.214939999907023,9.103615608569003,0
7.671106087065881,8.805857542447516,0
8.14428079750178,1.669300046374761,1
1.2141555109010727,4.254456923020548,1
2.4422746699743216,5.179708132553323,1
1.722289386394803,9.864709083488066,0
5.38016986025028,2.7804498228069785,1
1.5849700319576498,5.63809866062141,1
1.8418692230012945,0.9899995865826317,1
2.953395490407326,7.3559745221485615,0
7.640683366811989,7.717415361713874,0
6.668978544291038,6.482746596459329,0
5.5121203710670645,6.554722039566286,0
7.3393562528834835,9.82488085697717,0
7.3221601965149175,6.453075023938451,0
9.861645216510711,4.052717725931277,0
0.25314950182922513,6.662090314153181,1
7.431315529496607,9.540229673144168,0
9.42247782648407,7.248336925009883,0
5.590447022452606,0.22016700873371153,1
8.836323984886237,5.472250201664496,0
0.73753658470325,4.6907155581544435,1
1.4189303274928966,3.650235120803582,1
9.320102116466337,7.417147474573209,0
6.742547952283341,9.444347649456507,0
7.217711878063221,9.259349198384678,0
3.4196242981732636,0.8520097972545626,1
9.318493517771799,6.253345690739068,0
5.107028357755042,3.2206765720737494,1
0.5365593671253477,3.502619457327497,1
2.514475124810096,9.153981212836136,0
5.134871876394755,4.478976529407415,1
0.20922080143889854,5.220977380278207,1
0.9212344634609482,5.337804511203324,1
5.090735904734096,4.707379403680965,1
2.655666918231143,6.701491283203143,1
8.39273134631308,3.9302722168428605,0
5.707102659674469,8.040108983525363,0
8.647963634711106,3.0748500013603497,0
3.738303481955972,0.6225190707293649,1
6.5316411384600865,3.689691656801475,0
5.359220271210411,6.143515901846036,0
2.768276711769979,1.4803722137492759,1
6.837145335836441,7.225334799602772,0
4.0661336550563405,0.033540234912509126,1
6.793855609467119,5.296827852105915,0
2.188706017884119,0.17343251749963318,1
4.99545770282149,8.437083158549584,0
6.636632227349178,9.931535343270017,0
6.373258813479854,8.098388131935643,0
1.2303308708424476,7.16984440509207,1
6.070298060865056,0.7418244420363185,1
